Query	Target	cosine_rescaled
tr|A0A0D1CKI0	tr|D0NCU6	0.9572281986722851
tr|A0A0D1CKI0	sp|D0NFU7	0.9628871137759625
tr|A0A0D1CKI0	tr|N1J8Q9	0.9506381007002385
tr|A0A0D1CKI0	tr|N1JHK8	0.9409534358324567
tr|A0A0D1CKI0	tr|A0A1P8YXP4	0.9527836490836676
tr|A0A0D1CKI0	NCBI|ALS92799.1	0.943970479221065
tr|A0A0D1CKI0	tr|G4N906	0.9602215327726699
tr|A0A0D1CKI0	tr|G4N5S2	0.9531021923935905
tr|A0A0D1CKI0	tr|A0A0D1DYI3	0.9781525452469522
tr|A0A0D1CKI0	tr|A0A1X7S147	0.9552447738972638
tr|A0A0D1CKI0	sp|I1S2K3	0.9527094205551948
tr|A0A0D1CKI0	tr|G4TDB9	0.957626600902389
tr|A0A0D1CKI0	tr|A0A0L0VYD3	0.9488883508587527
tr|A0A0D1CKI0	tr|A0A2S4VXZ9	0.9733800116976179
tr|A0A0D1CKI0	NCBI|AMS24278.1	0.9245612466515336
tr|A0A0D1CKI0	NCBI|AMS24280.1	0.9600539317978913
tr|A0A0D1CKI0	tr|N1JJX4	0.9454051043242994
tr|A0A0D1CKI0	tr|N1J4T9	0.9630953139495606
tr|A0A0D1CKI0	NCBI|ALJ53448.1	0.9466235637627411
tr|A0A0D1CKI0	tr|A0A8H6H084	0.9418835551419402
tr|A0A0D1CKI0	tr|N4UGJ9	0.9481165866689798
tr|A0A0D1CKI0	sp|Q2KEJ2	0.9594021150351955
tr|A0A0D1CKI0	sp|G5EHQ6	0.9616798972163942
tr|A0A0D1CKI0	tr|G5EI71	0.9526858229337458
tr|A0A0D1CKI0	sp|G2XDH0	0.9672211880456125
tr|A0A0D1CKI0	tr|A0A0D1DMP1	0.9565205258097819
tr|A0A0D1CKI0	tr|A0A0D1E6X7	0.950105695702528
tr|A0A0D1CKI0	tr|B0DRA4	0.9586457908101775
tr|A0A0D1CKI0	tr|A0A015KJY8	0.9554579425813446
tr|A0A0D1CKI0	tr|G4TUH1	0.9838427912957827
tr|A0A0D1CKI0	NCBI|AEK82122.1	0.9683160953725826
tr|A0A0D1CKI0	tr|A0A1P8YXI8	0.9416356031163896
tr|A0A0D1CKI0	tr|G4N6R0	0.9591231956487143
tr|A0A0D1CKI0	tr|F7J180	0.9564309805976953
tr|A0A0D1CKI0	sp|G4MQL4	0.9576058043408787
tr|A0A0D1CKI0	tr|A0A0D1BUK8	0.9484624280004833
tr|A0A0D1CKI0	tr|A0A0D1DT89	0.9525148069727112
tr|A0A0D1CKI0	tr|A0A0D1DP22	0.9542169638721247
tr|A0A0D1CKI0	tr|A0A0D1DPZ4	0.9751799181268758
tr|A0A0D1CKI0	tr|A0A0D1DPX0	0.9869137785235702
tr|A0A0D1CKI0	sp|N1JJ94	0.9469822146615074
tr|A0A0D1CKI0	tr|A0A656KNW6	0.9446259621725607
tr|A0A0D1CKI0	tr|A0A5B0N367	0.9472177476632381
tr|A0A0D1CKI0	sp|A0A063CBJ7	0.953525087624278
tr|A0A0D1CKI0	tr|A0A5B0LLJ5	0.9377182034582159
tr|A0A0D1CKI0	tr|L8WQP7	0.9669468029353505
tr|A0A0D1CKI0	sp|A0A2H5RJD4	0.9535216137522982
tr|A0A0D1CKI0	NCBI|AEK86767.1	0.9408723381756076
tr|A0A0D1CKI0	NCBI|AEK86830.1	0.9455579732721986
tr|A0A0D1CKI0	NCBI|AEK86821.1	0.9318818214099559
tr|A0A0D1CKI0	sp|N4VG36	0.9583282053372056
tr|A0A0D1CKI0	NCBI|AIZ11404.1	0.9539679877151186
tr|A0A0D1CKI0	tr|A0A5J6DDN9	0.952003180205768
tr|A0A0D1CKI0	NCBI|6SGO	0.9564892166207181
tr|A0A0D1CKI0	NCBI|AQA29283.1	0.9669792287587725
tr|A0A0D1CKI0	sp|P0CU91	0.9594497413275718
tr|A0A0D1CKI0	sp|A0A411NN20	0.9585613360662619
tr|A0A0D1CKI0	sp|G1FR37	0.9549340067743626
tr|A0A0D1CKI0	tr|O42718	0.9671427988087422
tr|A0A0D1CKI0	sp|P0CY26	0.9548785734372092
tr|A0A0D1CKI0	sp|P0CY27	0.9548788630373837
tr|A0A0D1CKI0	sp|P0DJ06	0.9560604590074513
tr|A0A0D1CKI0	tr|M1WHN8	0.9499191580655688
tr|A0A0D1CKI0	sp|Q8TGB8	0.9494107319023604
tr|A0A0D1CKI0	sp|G4MPQ7	0.944154212122933
tr|A0A0D1CKI0	NCBI|BAB32923.1	0.9488392318821625
tr|A0A0D1CKI0	NCBI|XP_007692327.1	0.9493410201571915
tr|A0A0D1CKI0	tr|Q2MV46	0.9567061631416014
tr|A0A0D1CKI0	tr|Q6R661	0.9361251124217834
tr|A0A0D1CKI0	tr|Q2MV43	0.9451213512478713
tr|A0A0D1CKI0	tr|Q2MV49	0.9530608374585421
tr|A0A0D1CKI0	tr|A0A1B2CW89	0.9555140177577894
tr|A0A0D1CKI0	tr|A0A1B2CW13	0.9518714533403942
tr|A0A0D1CKI0	tr|Q334H6	0.9497884314027805
tr|A0A0D1CKI0	tr|E3KGM7	0.9549051168121032
tr|A0A0D1CKI0	tr|A0A5B0MRS6	0.9435709990913601
tr|A0A0D1CKI0	gi|KNE96524.1	0.9517620406116384
tr|A0A0D1CKI0	tr|A0A142KWI6	0.9741627015355684
tr|A0A0D1CKI0	gi|POW04470.1	0.9494925527773368
tr|A0A0D1CKI0	tr|Q09QS2	0.9508272045710561
tr|A0A0D1CKI0	tr|N1JGD1	0.9466419355807631
tr|A0A0D1CKI0	tr|N1JFM8	0.9415727386878727
tr|A0A0D1CKI0	tr|A0A1L5JEG4	0.9481619942616971
tr|A0A0D1CKI0	tr|P22287	0.9585817346716176
tr|A0A0D1CKI0	tr|Q00363	0.964326811546982
tr|A0A0D1CKI0	tr|Q5VB04	0.9436619383727072
tr|A0A0D1CKI0	tr|Q8NID8	0.9540197734370928
tr|A0A0D1CKI0	tr|A0A023UJQ9	0.9477086244680915
tr|A0A0D1CKI0	tr|B3VBK9	0.9664023617347158
tr|A0A0D1CKI0	tr|Q00365	0.9561860505429777
tr|A0A0D1CKI0	tr|Q00364	0.9591796795432973
tr|A0A0D1CKI0	tr|Q9P407	0.9455524636161695
tr|A0A0D1CKI0	tr|Q9P408	0.9576691783369644
tr|A0A0D1CKI0	tr|A4F4L2	0.9394722529500911
tr|A0A0D1CKI0	tr|E5A6Z5	0.9411978575234969
tr|A0A0D1CKI0	tr|Q258K5	0.9530577602560304
tr|A0A0D1CKI0	tr|E4ZT77	0.94496777044278
tr|A0A0D1CKI0	tr|Q2A0P0	0.9530421761412688
tr|A0A0D1CKI0	tr|Q2A0P1	0.9448705943567205
tr|A0A0D1CKI0	tr|Q709D8	0.946191024213205
tr|A0A0D1CKI0	tr|D0U2C8	0.9591105636977657
tr|A0A0D1CKI0	tr|A0A0J9W9U9	0.950611299741178
tr|A0A0D1CKI0	tr|C0LT61	0.9490641495381205
tr|A0A0D1CKI0	tr|C9WMG9	0.9451568019638841
tr|A0A0D1CKI0	tr|C9WMH0	0.9615063008616198
tr|A0A0D1CKI0	tr|C1KJG7	0.9573666820381334
tr|A0A0D1CKI0	tr|B9A9V1	0.9499510537019774
tr|A0A0D1CKI0	tr|R9RX08	0.9512885656385779
tr|A0A0D1CKI0	tr|G5EHH0	0.958621360543706
tr|A0A0D1CKI0	tr|G5EI08	0.9593623912946738
tr|A0A0D1CKI0	tr|G5EI20	0.9553034290495505
tr|A0A0D1CKI0	tr|G5EHI7	0.9565374373051966
tr|A0A0D1CKI0	tr|L7IBA8	0.9444034032757642
tr|A0A0D1CKI0	tr|A0A4P7N932	0.9500415964420742
tr|A0A0D1CKI0	tr|L7J571	0.9585989830370409
tr|A0A0D1CKI0	tr|C4B8B8	0.9461253732026653
tr|A0A0D1CKI0	tr|G5EI17	0.9547141585189537
tr|A0A0D1CKI0	tr|L7I7K3	0.9589890315367737
tr|A0A0D1CKI0	tr|L7HR07	0.957287154353374
tr|A0A0D1CKI0	tr|A0A0A7DLN4	0.9588335809782392
tr|A0A0D1CKI0	tr|A0A0A7DM22	0.9803146735253099
tr|A0A0D1CKI0	tr|L7I4Y4	0.9387085076193699
tr|A0A0D1CKI0	tr|L7IFI2	0.9586691371169023
tr|A0A0D1CKI0	tr|L7HVU3	0.9487673774028469
tr|A0A0D1CKI0	tr|G4MML4	0.9633346872277351
tr|A0A0D1CKI0	tr|G4MX34	0.9511851296675026
tr|A0A0D1CKI0	tr|L7IDN9	0.9527563558863742
tr|A0A0D1CKI0	tr|A0A151V4Q6	0.9525994234886641
tr|A0A0D1CKI0	tr|L7ICN7	0.9529340618526728
tr|A0A0D1CKI0	tr|A4UBM2	0.9158613543706647
tr|A0A0D1CKI0	tr|L7IKT9	0.9434924056630039
tr|A0A0D1CKI0	tr|G4NI07	0.9472992539733586
tr|A0A0D1CKI0	tr|A0A151V4M0	0.960020181680293
tr|A0A0D1CKI0	tr|L7IJ29	0.9360345401984613
tr|A0A0D1CKI0	tr|G4NJP7	0.956816207496137
tr|A0A0D1CKI0	tr|Q02039	0.9518304559526938
tr|A0A0D1CKI0	tr|I1VGT7	0.949185092085033
tr|A0A0D1CKI0	tr|I1VGT8	0.9527514877805049
tr|A0A0D1CKI0	tr|G2X4M1	0.9470554068852982
tr|A0A0D1CKI0	tr|H9DUR1	0.9467453256016741
tr|A0A0D1CKI0	tr|G2X9W2	0.968382311026602
tr|A0A0D1CKI0	tr|G2WWV6	0.9598788665292635
tr|A0A0D1CKI0	tr|A0A0D1DWQ2	0.9502129737863533
tr|A0A0D1CKI0	tr|G0X7E8	0.957077673396659
tr|A0A0D1CKI0	tr|A0A0D1EAR7	0.9605343520188334
tr|A0A0D1CKI0	tr|A0A0D1BW91	0.9510804690510083
tr|A0A0D1CKI0	tr|I2FS85	0.9435594414183739
tr|A0A0D1CKI0	tr|Q4PDL7	0.957849375455657
tr|A0A0D1CKI0	tr|A0A0D1C8C8	0.9581485553040716
tr|A0A0D1CKI0	tr|Q0TVA4	0.9474459529699621
tr|A0A0D1CKI0	tr|H2E5X4	0.9541979035431524
tr|A0A0D1CKI0	tr|C5IAW5	0.9476861728634893
tr|A0A0D1CKI0	tr|Q9C173	0.9551570375912498
tr|A0A0D1CKI0	tr|G2XQ82	0.9510507221101514
tr|A0A0D1CKI0	tr|B0DD66	0.9568784086417573
tr|A0A0D1CKI0	tr|A0A2K9YVY7	0.9551218623379435
tr|A0A0D1CKI0	tr|A0A1X7RND5	0.9516000778740227
tr|A0A0D1CKI0	tr|A0A0P1L0F7	0.9797510651891252
tr|A0A0D1CKI0	tr|E3QKL1	0.9546510505507371
tr|A0A0D1CKI0	tr|Q6WER3	0.9592178551313504
tr|A0A0D1CKI0	tr|A7E9T8	0.9562086308883844
tr|A0A0D1CKI0	tr|L7NCR0	0.9526699167170141
tr|A0A0D1CKI0	tr|M2TW52	0.9489278066587717
tr|A0A0D1CKI0	tr|N1J904	0.9481483229830878
tr|A0A0D1CKI0	tr|N1JK84	0.9578950458411175
tr|A0A0D1CKI0	tr|N1JK93	0.9577378909804177
tr|A0A0D1CKI0	tr|Q14TY3	0.9427875568467593
tr|A0A0D1CKI0	tr|O42719	0.9693803549306823
tr|A0A0D1CKI0	tr|O42720	0.9637704423091057
tr|A0A0D1CKI0	tr|O42830	0.966202924616392
tr|A0A0D1CKI0	tr|O59937	0.9477112585367318
tr|A0A0D1CKI0	tr|O74238	0.9403748817789936
tr|A0A0D1CKI0	tr|O94100	0.9445780348639325
tr|A0A0D1CKI0	tr|O94196	0.9608716195713956
tr|A0A0D1CKI0	tr|P0CY28	0.9550616471741123
tr|A0A0D1CKI0	tr|P26215	0.941002623702661
tr|A0A0D1CKI0	tr|P29138	0.9467170378138732
tr|A0A0D1CKI0	tr|P41749	0.9432146126878999
tr|A0A0D1CKI0	tr|P43070	0.9547282041082811
tr|A0A0D1CKI0	tr|P52751	0.9688963919660422
tr|A0A0D1CKI0	tr|P78608	0.9519139631659784
tr|A0A0D1CKI0	tr|Q00298	0.9482403194124864
tr|A0A0D1CKI0	tr|Q00663	0.9563917762780021
tr|A0A0D1CKI0	tr|Q01905	0.9605328380128461
tr|A0A0D1CKI0	tr|Q0E7H7	0.9519674623640513
tr|A0A0D1CKI0	tr|Q0R411	0.9384551434964238
tr|A0A0D1CKI0	tr|Q0ZJ79	0.9495930657830116
tr|A0A0D1CKI0	tr|Q4G495	0.9479511997383252
tr|A0A0D1CKI0	tr|Q4WMA6	0.962075897251297
tr|A0A0D1CKI0	tr|Q4WNE1	0.9638695847405383
tr|A0A0D1CKI0	tr|Q5AA09	0.9530451257789344
tr|A0A0D1CKI0	tr|Q5TIP4	0.947870642220573
tr|A0A0D1CKI0	tr|Q6PQG3	0.9679853495949119
tr|A0A0D1CKI0	tr|Q8J0U4	0.9445800551002672
tr|A0A0D1CKI0	tr|Q8J1Y3	0.951035646992069
tr|A0A0D1CKI0	tr|Q8X1D7	0.9533553687064791
tr|A0A0D1CKI0	tr|Q945T9	0.96320349504104
tr|A0A0D1CKI0	tr|Q94FS7	0.9572980856705084
tr|A0A0D1CKI0	tr|Q96TN6	0.955712184356934
tr|A0A0D1CKI0	tr|Q99174	0.9540054223393001
tr|A0A0D1CKI0	tr|Q9C4A0	0.9484348103608073
tr|A0A0D1CKI0	tr|Q9HFZ2	0.9715085437410805
tr|A0A0D1CKI0	tr|Q9P470	0.9537825789529314
tr|A0A0D1CKI0	tr|Q9UV32	0.9433341287457038
tr|A0A0D1CKI0	tr|V5TFR9	0.9416511973990287
tr|A0A0D1CKI0	tr|W2MG57	0.9548307004161565
tr|A0A0D1CKI0	tr|A0A9Q8PF81	0.9532294939000828
tr|A0A0D1CKI0	NCBI|CBQ70099.1	0.945448878883338
tr|A0A5B0N8H2	tr|A0A0D1CKI0	0.9345695765008631
tr|A0A5B0N8H2	tr|A0A5B0N8H2	1.0000000000000018
tr|A0A5B0N8H2	NOFIND|Unavailable	0.9646840381470531
tr|A0A5B0N8H2	tr|A0A059UDR8	0.9500447822842567
tr|A0A5B0N8H2	tr|A0A0D1E5A8	0.9645157122147843
tr|A0A5B0N8H2	tr|G2X4U8	0.9543735536625488
tr|A0A5B0N8H2	tr|N1JJH4	0.9751756112665235
tr|A0A5B0N8H2	NCBI|AEK86791.1	0.9761886116224046
tr|A0A5B0N8H2	tr|A0A0D1CH44	0.9725047457640735
tr|A0A5B0N8H2	tr|F9XMT4	0.9474735579258714
tr|A0A5B0N8H2	NCBI|AEK86951.1	0.9753914779347819
tr|A0A5B0N8H2	tr|A0A0A2JB06	0.9527800731401496
tr|A0A5B0N8H2	sp|A9JX75	0.966812058246774
tr|A0A5B0N8H2	tr|N1PIZ7	0.9631223052122946
tr|A0A5B0N8H2	tr|P78737	0.9604988190748831
tr|A0A5B0N8H2	NCBI|EXK24251.1	0.9682937858409629
tr|A0A5B0N8H2	tr|N1J7E2	0.9816780689018914
tr|A0A5B0N8H2	sp|F4RBY2	0.9608727895403361
tr|A0A5B0N8H2	NCBI|AGE15681.1	0.9700087206838025
tr|A0A5B0N8H2	NCBI|AAS66949.1	0.980568333195917
tr|A0A5B0N8H2	tr|G2XA95	0.9238745399421762
tr|A0A5B0N8H2	NCBI|AAA80239.2	0.9672342434094767
tr|A0A5B0N8H2	tr|N1JJE7	0.977417185637526
tr|A0A5B0N8H2	tr|N1JN67	0.9775623778637555
tr|A0A5B0N8H2	tr|A0A0A2ILW0	0.940111237848466
tr|A0A5B0N8H2	NCBI|AIW07468.1	0.9736185348684471
tr|A0A5B0N8H2	NCBI|ACY39289.1	0.9685658538118183
tr|A0A5B0N8H2	tr|N1JFE2	0.9802711849787442
tr|A0A5B0N8H2	tr|A0A0A2JY92	0.9585474714773993
tr|A0A5B0N8H2	tr|N1JPG4	0.978245567162767
tr|A0A5B0N8H2	tr|A0A0A2JVC2	0.9312960561471992
tr|A0A5B0N8H2	tr|A0A0J9WTF1	0.9726294162951148
tr|A0A5B0N8H2	NCBI|XP_023455500.1	0.9625241697014952
tr|A0A5B0N8H2	tr|E3KHU8	0.9995254959106734
tr|A0A5B0N8H2	tr|J5J7Y8	0.9388866907715399
tr|A0A5B0N8H2	NCBI|QSV27513.1	0.980123591282262
tr|A0A5B0N8H2	tr|N1J9C5	0.9781574471286201
tr|A0A5B0N8H2	tr|A0A0D2YKQ0	0.9671301805927164
tr|A0A5B0N8H2	tr|A0A0J9WAR0	0.9777599947287694
tr|A0A5B0N8H2	tr|A0A0D1C5E3	0.9737893902635413
tr|A0A5B0N8H2	tr|A0A0D2YD41	0.9697860395932691
tr|A0A5B0N8H2	NCBI|ALQ80833.1	0.9679863703058227
tr|A0A5B0N8H2	NCBI|AGG54055.1	0.9622240100375754
tr|A0A5B0N8H2	tr|A0A5B0PKJ8	0.969623875038426
tr|A0A5B0N8H2	NCBI|AGG54052.1	0.9723363318751972
tr|A0A5B0N8H2	tr|I1S411	0.9683963272526391
tr|A0A5B0N8H2	tr|N1J9M0	0.9686459253933236
tr|A0A5B0N8H2	tr|D0NCU6	0.9717372867064685
tr|A0A5B0N8H2	sp|D0NFU7	0.955101085412204
tr|A0A5B0N8H2	tr|N1J8Q9	0.9764328528508721
tr|A0A5B0N8H2	tr|N1JHK8	0.9812603954800493
tr|A0A5B0N8H2	tr|A0A1P8YXP4	0.9582641836474723
tr|A0A5B0N8H2	NCBI|ALS92799.1	0.9780323790523898
tr|A0A5B0N8H2	tr|G4N906	0.9427563868449689
tr|A0A5B0N8H2	tr|G4N5S2	0.92846608800953
tr|A0A5B0N8H2	tr|A0A0D1DYI3	0.9252593849614933
tr|A0A5B0N8H2	tr|A0A1X7S147	0.947298510561502
tr|A0A5B0N8H2	sp|I1S2K3	0.9389184070400256
tr|A0A5B0N8H2	tr|G4TDB9	0.961659182903159
tr|A0A5B0N8H2	tr|A0A0L0VYD3	0.9513977491300745
tr|A0A5B0N8H2	tr|A0A2S4VXZ9	0.9557786207411352
tr|A0A5B0N8H2	NCBI|AMS24278.1	0.9662378244158272
tr|A0A5B0N8H2	NCBI|AMS24280.1	0.9705007623876797
tr|A0A5B0N8H2	tr|N1JJX4	0.9826721578947721
tr|A0A5B0N8H2	tr|N1J4T9	0.9392955775215431
tr|A0A5B0N8H2	NCBI|ALJ53448.1	0.9769569408620464
tr|A0A5B0N8H2	tr|A0A8H6H084	0.9725692106602347
tr|A0A5B0N8H2	tr|N4UGJ9	0.961247966772711
tr|A0A5B0N8H2	sp|Q2KEJ2	0.9691369554799563
tr|A0A5B0N8H2	sp|G5EHQ6	0.963007543595431
tr|A0A5B0N8H2	tr|G5EI71	0.9686694510799423
tr|A0A5B0N8H2	sp|G2XDH0	0.9562355088187176
tr|A0A5B0N8H2	tr|A0A0D1DMP1	0.9637109139147103
tr|A0A5B0N8H2	tr|A0A0D1E6X7	0.9666171097198192
tr|A0A5B0N8H2	tr|B0DRA4	0.9651813999387806
tr|A0A5B0N8H2	tr|A0A015KJY8	0.9692348618539136
tr|A0A5B0N8H2	tr|G4TUH1	0.9350444529977997
tr|A0A5B0N8H2	NCBI|AEK82122.1	0.9091476180621428
tr|A0A5B0N8H2	tr|A0A1P8YXI8	0.9742579827865013
tr|A0A5B0N8H2	tr|G4N6R0	0.9534989029431291
tr|A0A5B0N8H2	tr|F7J180	0.9574807839370716
tr|A0A5B0N8H2	sp|G4MQL4	0.9498978814755661
tr|A0A5B0N8H2	tr|A0A0D1BUK8	0.9727426100303578
tr|A0A5B0N8H2	tr|A0A0D1DT89	0.9734588645904965
tr|A0A5B0N8H2	tr|A0A0D1DP22	0.9734440270087564
tr|A0A5B0N8H2	tr|A0A0D1DPZ4	0.9626039529514795
tr|A0A5B0N8H2	tr|A0A0D1DPX0	0.9194838553529272
tr|A0A5B0N8H2	sp|N1JJ94	0.9736599070259024
tr|A0A5B0N8H2	tr|A0A656KNW6	0.9784396012838245
tr|A0A5B0N8H2	tr|A0A5B0N367	0.9706405513120026
tr|A0A5B0N8H2	sp|A0A063CBJ7	0.9737185511586296
tr|A0A5B0N8H2	tr|A0A5B0LLJ5	0.9991841124543993
tr|A0A5B0N8H2	tr|L8WQP7	0.9624578292328322
tr|A0A5B0N8H2	sp|A0A2H5RJD4	0.9525162441326791
tr|A0A5B0N8H2	NCBI|AEK86767.1	0.9737668919674962
tr|A0A5B0N8H2	NCBI|AEK86830.1	0.9712637989435836
tr|A0A5B0N8H2	NCBI|AEK86821.1	0.9713841511397231
tr|A0A5B0N8H2	sp|N4VG36	0.9486098080853722
tr|A0A5B0N8H2	NCBI|AIZ11404.1	0.9671848116032552
tr|A0A5B0N8H2	tr|A0A5J6DDN9	0.969872783949872
tr|A0A5B0N8H2	NCBI|6SGO	0.9721875707636534
tr|A0A5B0N8H2	NCBI|AQA29283.1	0.9473180673093597
tr|A0A5B0N8H2	sp|P0CU91	0.9651396906521641
tr|A0A5B0N8H2	sp|A0A411NN20	0.9545441843296144
tr|A0A5B0N8H2	sp|G1FR37	0.9516238903329626
tr|A0A5B0N8H2	tr|O42718	0.9435770922165201
tr|A0A5B0N8H2	sp|P0CY26	0.9340250835934347
tr|A0A5B0N8H2	sp|P0CY27	0.9341940440655382
tr|A0A5B0N8H2	sp|P0DJ06	0.932661541717766
tr|A0A5B0N8H2	tr|M1WHN8	0.927309424621796
tr|A0A5B0N8H2	sp|Q8TGB8	0.9206724235403914
tr|A0A5B0N8H2	sp|G4MPQ7	0.9184516616372723
tr|A0A5B0N8H2	NCBI|BAB32923.1	0.9206380933276941
tr|A0A5B0N8H2	NCBI|XP_007692327.1	0.9306391214494577
tr|A0A5B0N8H2	tr|Q2MV46	0.9717386027014112
tr|A0A5B0N8H2	tr|Q6R661	0.9848079467895081
tr|A0A5B0N8H2	tr|Q2MV43	0.9734050919016004
tr|A0A5B0N8H2	tr|Q2MV49	0.9668648626055647
tr|A0A5B0N8H2	tr|A0A1B2CW89	0.959052247592391
tr|A0A5B0N8H2	tr|A0A1B2CW13	0.9721213684390749
tr|A0A5B0N8H2	tr|Q334H6	0.9731226974167534
tr|A0A5B0N8H2	tr|E3KGM7	0.9719019026003596
tr|A0A5B0N8H2	tr|A0A5B0MRS6	0.9765571291925476
tr|A0A5B0N8H2	gi|KNE96524.1	0.9716249571444842
tr|A0A5B0N8H2	tr|A0A142KWI6	0.9612705935208116
tr|A0A5B0N8H2	gi|POW04470.1	0.9715764965153053
tr|A0A5B0N8H2	tr|Q09QS2	0.970350459464278
tr|A0A5B0N8H2	tr|N1JGD1	0.9753155668781065
tr|A0A5B0N8H2	tr|N1JFM8	0.9740192676452537
tr|A0A5B0N8H2	tr|A0A1L5JEG4	0.9732761427748013
tr|A0A5B0N8H2	tr|P22287	0.9616152143536949
tr|A0A5B0N8H2	tr|Q00363	0.9638998525064104
tr|A0A5B0N8H2	tr|Q5VB04	0.9743512852476683
tr|A0A5B0N8H2	tr|Q8NID8	0.9683582573189262
tr|A0A5B0N8H2	tr|A0A023UJQ9	0.9705749774752042
tr|A0A5B0N8H2	tr|B3VBK9	0.9481069948513353
tr|A0A5B0N8H2	tr|Q00365	0.964873433207992
tr|A0A5B0N8H2	tr|Q00364	0.9684253033062287
tr|A0A5B0N8H2	tr|Q9P407	0.9728575040369747
tr|A0A5B0N8H2	tr|Q9P408	0.9581753044757507
tr|A0A5B0N8H2	tr|A4F4L2	0.9763980701253798
tr|A0A5B0N8H2	tr|E5A6Z5	0.975977371862185
tr|A0A5B0N8H2	tr|Q258K5	0.9717265140205205
tr|A0A5B0N8H2	tr|E4ZT77	0.9749434950523442
tr|A0A5B0N8H2	tr|Q2A0P0	0.9742152299168273
tr|A0A5B0N8H2	tr|Q2A0P1	0.9677727372726572
tr|A0A5B0N8H2	tr|Q709D8	0.9738909607227735
tr|A0A5B0N8H2	tr|D0U2C8	0.9745872230722353
tr|A0A5B0N8H2	tr|A0A0J9W9U9	0.9685680313273521
tr|A0A5B0N8H2	tr|C0LT61	0.9672682430645231
tr|A0A5B0N8H2	tr|C9WMG9	0.9706626146151504
tr|A0A5B0N8H2	tr|C9WMH0	0.9621544228246954
tr|A0A5B0N8H2	tr|C1KJG7	0.9576921700376626
tr|A0A5B0N8H2	tr|B9A9V1	0.9686322200577815
tr|A0A5B0N8H2	tr|R9RX08	0.9729686805301238
tr|A0A5B0N8H2	tr|G5EHH0	0.9688613155268014
tr|A0A5B0N8H2	tr|G5EI08	0.9609799239631062
