Query	Target	euclidean_distance
tr|A0A0D1CKI0	tr|C4B8B8	5.710894104065505
tr|A0A0D1CKI0	tr|G5EI17	5.234714928742761
tr|A0A0D1CKI0	tr|L7I7K3	5.006137533549399
tr|A0A0D1CKI0	tr|L7HR07	5.042493174495736
tr|A0A0D1CKI0	tr|A0A0A7DLN4	5.146073783014433
tr|A0A0D1CKI0	tr|A0A0A7DM22	3.547262869454723
tr|A0A0D1CKI0	tr|L7I4Y4	6.380263746538457
tr|A0A0D1CKI0	tr|L7IFI2	5.0517781839014075
tr|A0A0D1CKI0	tr|L7HVU3	5.673618436461422
tr|A0A0D1CKI0	tr|G4MML4	4.790066041275345
tr|A0A0D1CKI0	tr|G4MX34	5.454928478573309
tr|A0A0D1CKI0	tr|L7IDN9	5.494428805246051
tr|A0A0D1CKI0	tr|A0A151V4Q6	5.468990117473683
tr|A0A0D1CKI0	tr|L7ICN7	5.376122550498994
tr|A0A0D1CKI0	tr|A4UBM2	7.170899939792322
tr|A0A0D1CKI0	tr|L7IKT9	5.788349507540433
tr|A0A0D1CKI0	tr|G4NI07	5.609881055743735
tr|A0A0D1CKI0	tr|A0A151V4M0	5.071125328420806
tr|A0A0D1CKI0	tr|L7IJ29	6.3682514158924155
tr|A0A0D1CKI0	tr|G4NJP7	5.163601696969459
tr|A0A0D1CKI0	tr|Q02039	5.409314636793876
tr|A0A0D1CKI0	tr|I1VGT7	5.514441401470838
tr|A0A0D1CKI0	tr|I1VGT8	5.347787533540979
tr|A0A0D1CKI0	tr|G2X4M1	5.819842585479824
tr|A0A0D1CKI0	tr|H9DUR1	5.944728916404133
tr|A0A0D1CKI0	tr|G2X9W2	4.270995371385347
tr|A0A0D1CKI0	tr|G2WWV6	4.88487852441826
tr|A0A0D1CKI0	tr|A0A0D1DWQ2	5.355861703495929
tr|A0A0D1CKI0	tr|G0X7E8	4.991067314584454
tr|A0A0D1CKI0	tr|A0A0D1EAR7	4.875279130159952
tr|A0A0D1CKI0	tr|A0A0D1BW91	5.31363358209849
tr|A0A0D1CKI0	tr|I2FS85	5.7102395718991374
tr|A0A0D1CKI0	tr|Q4PDL7	4.927276434560755
tr|A0A0D1CKI0	tr|A0A0D1C8C8	4.985120384993502
tr|A0A0D1CKI0	tr|Q0TVA4	5.573870261549298
tr|A0A0D1CKI0	tr|H2E5X4	5.224957624785941
tr|A0A0D1CKI0	tr|C5IAW5	5.549824251649403
tr|A0A0D1CKI0	tr|Q9C173	5.183007441877446
tr|A0A0D1CKI0	tr|G2XQ82	5.532633055115166
tr|A0A0D1CKI0	tr|B0DD66	5.132243282060521
tr|A0A0D1CKI0	tr|A0A2K9YVY7	5.262459785240309
tr|A0A0D1CKI0	tr|A0A1X7RND5	5.346041888379411
tr|A0A0D1CKI0	tr|A0A0P1L0F7	3.6357947524637066
tr|A0A0D1CKI0	tr|E3QKL1	5.383163717010034
tr|A0A0D1CKI0	tr|Q6WER3	5.063992185329217
tr|A0A0D1CKI0	tr|A7E9T8	5.207169136336254
tr|A0A0D1CKI0	tr|L7NCR0	5.4315570743546004
tr|A0A0D1CKI0	tr|M2TW52	5.799938934362416
tr|A0A0D1CKI0	tr|N1J904	5.556544229648226
tr|A0A0D1CKI0	tr|N1JK84	5.248051389836092
tr|A0A0D1CKI0	tr|N1JK93	5.027389389397453
tr|A0A0D1CKI0	tr|Q14TY3	6.1336096106709785
tr|A0A0D1CKI0	tr|O42719	4.318132216158896
tr|A0A0D1CKI0	tr|O42720	4.6806382677225535
tr|A0A0D1CKI0	tr|O42830	4.61023191074888
tr|A0A0D1CKI0	tr|O59937	5.705246528041006
tr|A0A0D1CKI0	tr|O74238	6.2832175406979145
tr|A0A0D1CKI0	tr|O94100	5.984900822539977
tr|A0A0D1CKI0	tr|O94196	5.11376842748888
tr|A0A0D1CKI0	tr|P0CY28	5.366885918717685
tr|A0A0D1CKI0	tr|P26215	6.217466264085621
tr|A0A0D1CKI0	tr|P29138	5.818627024960043
tr|A0A0D1CKI0	tr|P41749	6.099280776648069
tr|A0A0D1CKI0	tr|P43070	5.449011978431464
tr|A0A0D1CKI0	tr|P52751	4.406571506408721
tr|A0A0D1CKI0	tr|P78608	5.579131263611432
tr|A0A0D1CKI0	tr|Q00298	5.825011862770763
tr|A0A0D1CKI0	tr|Q00663	5.30459859765982
tr|A0A0D1CKI0	tr|Q01905	4.957843953879191
tr|A0A0D1CKI0	tr|Q0E7H7	5.4825982561962014
tr|A0A0D1CKI0	tr|Q0R411	6.404695974383431
tr|A0A0D1CKI0	tr|Q0ZJ79	5.714514571445063
tr|A0A0D1CKI0	tr|Q4G495	5.829200470680775
tr|A0A0D1CKI0	tr|Q4WMA6	4.876216585488715
tr|A0A0D1CKI0	tr|Q4WNE1	4.724719606118181
tr|A0A0D1CKI0	tr|Q5AA09	5.417617407519081
tr|A0A0D1CKI0	tr|Q5TIP4	5.838937705248511
tr|A0A0D1CKI0	tr|Q6PQG3	4.4431974111138075
tr|A0A0D1CKI0	tr|Q8J0U4	6.048010655542115
tr|A0A0D1CKI0	tr|Q8J1Y3	5.611274053471022
tr|A0A0D1CKI0	tr|Q8X1D7	5.247232649707459
tr|A0A0D1CKI0	tr|Q945T9	4.838235773113856
tr|A0A0D1CKI0	tr|Q94FS7	5.133712238027982
tr|A0A0D1CKI0	tr|Q96TN6	5.2709681770711105
tr|A0A0D1CKI0	tr|Q99174	5.468662073096921
tr|A0A0D1CKI0	tr|Q9C4A0	5.804643796091917
tr|A0A0D1CKI0	tr|Q9HFZ2	4.141021563004758
tr|A0A0D1CKI0	tr|Q9P470	5.406454274717858
tr|A0A0D1CKI0	tr|Q9UV32	5.804670353819229
tr|A0A0D1CKI0	tr|V5TFR9	5.845395987842388
tr|A0A0D1CKI0	tr|W2MG57	5.296974499782124
tr|A0A0D1CKI0	tr|A0A9Q8PF81	5.434693160734119
tr|A0A0D1CKI0	NCBI|CBQ70099.1	5.618916096024543
tr|A0A5B0N8H2	tr|A0A0D1CKI0	6.286743768084017
tr|A0A5B0N8H2	tr|A0A5B0N8H2	0.0
tr|A0A5B0N8H2	NOFIND|Unavailable	4.650265844046666
tr|A0A5B0N8H2	tr|A0A059UDR8	5.630019715948355
tr|A0A5B0N8H2	tr|A0A0D1E5A8	4.657254588990352
tr|A0A5B0N8H2	tr|G2X4U8	5.356267239219828
tr|A0A5B0N8H2	tr|N1JJH4	3.90702985614592
tr|A0A5B0N8H2	NCBI|AEK86791.1	3.8284007994168725
tr|A0A5B0N8H2	tr|A0A0D1CH44	4.108014693681336
tr|A0A5B0N8H2	tr|F9XMT4	5.763557590884682
tr|A0A5B0N8H2	NCBI|AEK86951.1	3.8935834006466163
tr|A0A5B0N8H2	tr|A0A0A2JB06	5.453095733262951
tr|A0A5B0N8H2	sp|A9JX75	4.5196681013064826
tr|A0A5B0N8H2	tr|N1PIZ7	4.765011610532581
tr|A0A5B0N8H2	tr|P78737	4.930362745137078
tr|A0A5B0N8H2	NCBI|EXK24251.1	4.4227370181062255
tr|A0A5B0N8H2	tr|N1J7E2	3.3606416316673458
tr|A0A5B0N8H2	sp|F4RBY2	4.9114080555947925
tr|A0A5B0N8H2	NCBI|AGE15681.1	4.2940696998312005
tr|A0A5B0N8H2	NCBI|AAS66949.1	3.463063763433389
tr|A0A5B0N8H2	tr|G2XA95	6.906230921685636
tr|A0A5B0N8H2	NCBI|AAA80239.2	4.489549491050617
tr|A0A5B0N8H2	tr|N1JJE7	3.7317907538207002
tr|A0A5B0N8H2	tr|N1JN67	3.719596554081214
tr|A0A5B0N8H2	tr|A0A0A2ILW0	6.130859996975419
tr|A0A5B0N8H2	NCBI|AIW07468.1	4.024633317817578
tr|A0A5B0N8H2	NCBI|ACY39289.1	4.395963049549538
tr|A0A5B0N8H2	tr|N1JFE2	3.4873083490372974
tr|A0A5B0N8H2	tr|A0A0A2JY92	5.06273713919835
tr|A0A5B0N8H2	tr|N1JPG4	3.6589429499512196
tr|A0A5B0N8H2	tr|A0A0A2JVC2	6.566510769540167
tr|A0A5B0N8H2	tr|A0A0J9WTF1	4.098581682830776
tr|A0A5B0N8H2	NCBI|XP_023455500.1	4.8304820367837
tr|A0A5B0N8H2	tr|E3KHU8	0.5439549790832211
tr|A0A5B0N8H2	tr|J5J7Y8	6.228693205145683
tr|A0A5B0N8H2	NCBI|QSV27513.1	3.4992710743651685
tr|A0A5B0N8H2	tr|N1J9C5	3.671844628718273
tr|A0A5B0N8H2	tr|A0A0D2YKQ0	4.4974967524153495
tr|A0A5B0N8H2	tr|A0A0J9WAR0	3.70045500477895
tr|A0A5B0N8H2	tr|A0A0D1C5E3	4.023552459056301
tr|A0A5B0N8H2	tr|A0A0D2YD41	4.319335888828691
tr|A0A5B0N8H2	NCBI|ALQ80833.1	4.430601879072415
tr|A0A5B0N8H2	NCBI|AGG54055.1	4.859473088406797
tr|A0A5B0N8H2	tr|A0A5B0PKJ8	4.314312971842282
tr|A0A5B0N8H2	NCBI|AGG54052.1	4.13051010207082
tr|A0A5B0N8H2	tr|I1S411	4.413623439356899
tr|A0A5B0N8H2	tr|N1J9M0	4.394890673442427
tr|A0A5B0N8H2	tr|D0NCU6	4.172601528656732
tr|A0A5B0N8H2	sp|D0NFU7	5.240241603810472
tr|A0A5B0N8H2	tr|N1J8Q9	3.8221350589998746
tr|A0A5B0N8H2	tr|N1JHK8	3.403807045957634
tr|A0A5B0N8H2	tr|A0A1P8YXP4	5.139263418341413
tr|A0A5B0N8H2	NCBI|ALS92799.1	3.6766764337342064
tr|A0A5B0N8H2	tr|G4N906	6.052857613951951
tr|A0A5B0N8H2	tr|G4N5S2	6.6455919767728036
tr|A0A5B0N8H2	tr|A0A0D1DYI3	6.75485951520424
tr|A0A5B0N8H2	tr|A0A1X7S147	5.793347429844993
tr|A0A5B0N8H2	sp|I1S2K3	6.204834382958728
tr|A0A5B0N8H2	tr|G4TDB9	4.892302125434835
tr|A0A5B0N8H2	tr|A0A0L0VYD3	5.599254691011994
tr|A0A5B0N8H2	tr|A0A2S4VXZ9	5.2193193162746905
tr|A0A5B0N8H2	NCBI|AMS24278.1	4.603919963046365
tr|A0A5B0N8H2	NCBI|AMS24280.1	4.252563596472782
tr|A0A5B0N8H2	tr|N1JJX4	3.269295913350234
tr|A0A5B0N8H2	tr|N1J4T9	6.146237970277037
tr|A0A5B0N8H2	NCBI|ALJ53448.1	3.764505225158986
tr|A0A5B0N8H2	tr|A0A8H6H084	4.102760222591643
tr|A0A5B0N8H2	tr|N4UGJ9	4.896896126194533
tr|A0A5B0N8H2	sp|Q2KEJ2	4.354461171026232
tr|A0A5B0N8H2	sp|G5EHQ6	4.795177081797923
tr|A0A5B0N8H2	tr|G5EI71	4.386388717083721
tr|A0A5B0N8H2	sp|G2XDH0	5.216360946310815
tr|A0A5B0N8H2	tr|A0A0D1DMP1	4.7171902999126205
tr|A0A5B0N8H2	tr|A0A0D1E6X7	4.520035530124237
tr|A0A5B0N8H2	tr|B0DRA4	4.688544619156925
tr|A0A5B0N8H2	tr|A0A015KJY8	4.3455276641485545
tr|A0A5B0N8H2	tr|G4TUH1	6.358231514983894
tr|A0A5B0N8H2	NCBI|AEK82122.1	7.575127298685192
tr|A0A5B0N8H2	tr|A0A1P8YXI8	3.9825478640611074
tr|A0A5B0N8H2	tr|G4N6R0	5.439949060010308
tr|A0A5B0N8H2	tr|F7J180	5.191911216348567
tr|A0A5B0N8H2	sp|G4MQL4	5.641683911331506
tr|A0A5B0N8H2	tr|A0A0D1BUK8	4.096715431019517
tr|A0A5B0N8H2	tr|A0A0D1DT89	4.038760303961208
tr|A0A5B0N8H2	tr|A0A0D1DP22	4.0401385090424435
tr|A0A5B0N8H2	tr|A0A0D1DPZ4	4.786217144348494
tr|A0A5B0N8H2	tr|A0A0D1DPX0	7.062567987198739
tr|A0A5B0N8H2	sp|N1JJ94	4.022611419533515
tr|A0A5B0N8H2	tr|A0A656KNW6	3.6431192362692943
tr|A0A5B0N8H2	tr|A0A5B0N367	4.243419428148633
tr|A0A5B0N8H2	sp|A0A063CBJ7	4.017079440400014
tr|A0A5B0N8H2	tr|A0A5B0LLJ5	0.7128438751618194
tr|A0A5B0N8H2	tr|L8WQP7	4.809521366861858
tr|A0A5B0N8H2	sp|A0A2H5RJD4	5.473107651892275
tr|A0A5B0N8H2	NCBI|AEK86767.1	4.0143202651864
tr|A0A5B0N8H2	NCBI|AEK86830.1	4.197687121960602
tr|A0A5B0N8H2	NCBI|AEK86821.1	4.191669223824795
tr|A0A5B0N8H2	sp|N4VG36	5.727425168591657
tr|A0A5B0N8H2	NCBI|AIZ11404.1	4.53485294215305
tr|A0A5B0N8H2	tr|A0A5J6DDN9	4.30055341956293
tr|A0A5B0N8H2	NCBI|6SGO	4.151724908618176
tr|A0A5B0N8H2	NCBI|AQA29283.1	5.765170797656629
tr|A0A5B0N8H2	sp|P0CU91	4.6214298825976154
tr|A0A5B0N8H2	sp|A0A411NN20	5.275586367587951
tr|A0A5B0N8H2	sp|G1FR37	5.46162285028486
tr|A0A5B0N8H2	tr|O42718	5.925011313198217
tr|A0A5B0N8H2	sp|P0CY26	6.50575916075858
tr|A0A5B0N8H2	sp|P0CY27	6.498386087934905
tr|A0A5B0N8H2	sp|P0DJ06	6.567873696922381
tr|A0A5B0N8H2	tr|M1WHN8	6.853327479013425
tr|A0A5B0N8H2	sp|Q8TGB8	7.165839188307556
tr|A0A5B0N8H2	sp|G4MPQ7	7.183081249320547
tr|A0A5B0N8H2	NCBI|BAB32923.1	7.174655655777539
tr|A0A5B0N8H2	NCBI|XP_007692327.1	6.731702848865458
tr|A0A5B0N8H2	tr|Q2MV46	4.164352732483723
tr|A0A5B0N8H2	tr|Q6R661	3.065615747540579
tr|A0A5B0N8H2	tr|Q2MV43	4.047001736460657
tr|A0A5B0N8H2	tr|Q2MV49	4.55905419959862
tr|A0A5B0N8H2	tr|A0A1B2CW89	5.045982202987355
tr|A0A5B0N8H2	tr|A0A1B2CW13	4.135489635399514
tr|A0A5B0N8H2	tr|Q334H6	4.063867584758333
tr|A0A5B0N8H2	tr|E3KGM7	4.152809350190982
tr|A0A5B0N8H2	tr|A0A5B0MRS6	3.798439359881371
tr|A0A5B0N8H2	gi|KNE96524.1	4.177868352909195
tr|A0A5B0N8H2	tr|A0A142KWI6	4.8636163951528255
tr|A0A5B0N8H2	gi|POW04470.1	4.214942644697838
tr|A0A5B0N8H2	tr|Q09QS2	4.2628553453951055
tr|A0A5B0N8H2	tr|N1JGD1	3.8978702509367293
tr|A0A5B0N8H2	tr|N1JFM8	4.000405183148617
tr|A0A5B0N8H2	tr|A0A1L5JEG4	4.054077537356856
tr|A0A5B0N8H2	tr|P22287	4.923013912721145
tr|A0A5B0N8H2	tr|Q00363	4.728773179806122
tr|A0A5B0N8H2	tr|Q5VB04	3.9892508799969852
tr|A0A5B0N8H2	tr|Q8NID8	4.4509814961402006
tr|A0A5B0N8H2	tr|A0A023UJQ9	4.261072634194954
tr|A0A5B0N8H2	tr|B3VBK9	5.718588717651536
tr|A0A5B0N8H2	tr|Q00365	4.651090617714844
tr|A0A5B0N8H2	tr|Q00364	4.428992741290701
tr|A0A5B0N8H2	tr|Q9P407	4.103143820346174
tr|A0A5B0N8H2	tr|Q9P408	5.14249072154088
tr|A0A5B0N8H2	tr|A4F4L2	3.8094819246215
tr|A0A5B0N8H2	tr|E5A6Z5	3.8517814736528364
tr|A0A5B0N8H2	tr|Q258K5	4.171054447509953
tr|A0A5B0N8H2	tr|E4ZT77	3.947080058259999
tr|A0A5B0N8H2	tr|Q2A0P0	3.9819078427474266
tr|A0A5B0N8H2	tr|Q2A0P1	4.4513973921872925
tr|A0A5B0N8H2	tr|Q709D8	4.00518886507789
tr|A0A5B0N8H2	tr|D0U2C8	3.950887529975941
tr|A0A5B0N8H2	tr|A0A0J9W9U9	4.388936011505467
tr|A0A5B0N8H2	tr|C0LT61	4.4876616654956685
tr|A0A5B0N8H2	tr|C9WMG9	4.242268286184559
tr|A0A5B0N8H2	tr|C9WMH0	4.810749954429504
tr|A0A5B0N8H2	tr|C1KJG7	5.177465363103339
tr|A0A5B0N8H2	tr|B9A9V1	4.391956872821379
tr|A0A5B0N8H2	tr|R9RX08	4.093635289463222
tr|A0A5B0N8H2	tr|G5EHH0	4.39928846102049
tr|A0A5B0N8H2	tr|G5EI08	4.925244540174846
tr|A0A5B0N8H2	tr|G5EI20	4.32220948499618
tr|A0A5B0N8H2	tr|G5EHI7	4.521631549103785
tr|A0A5B0N8H2	tr|L7IBA8	4.1515743915720495
tr|A0A5B0N8H2	tr|A0A4P7N932	4.2290942251492405
tr|A0A5B0N8H2	tr|L7J571	5.641712578607758
tr|A0A5B0N8H2	tr|C4B8B8	4.065215822092587
tr|A0A5B0N8H2	tr|G5EI17	4.428027766375602
tr|A0A5B0N8H2	tr|L7I7K3	4.4095758121319175
tr|A0A5B0N8H2	tr|L7HR07	4.30505328070333
